default,student,balance,income
No,No,1013.85,33867.2
No,No,1379.8,34702.78
No,No,1914.82,45359.76
No,No,1035.98,47074.87
No,No,1696.84,37137.7
No,No,1968.14,44472.73
No,No,2199.51,27358.35
No,No,727.92,9400.26
No,No,1477.86,50381.9
No,No,1611.6,39734.46
No,No,1573.03,31233.8
No,No,1502.03,17887.13
No,No,1392.88,38981.94
No,No,1737.11,39519.81
No,No,1155.6,49462.56
No,No,1012.4,44970.05
No,Yes,1737.56,50805.34
No,Yes,1744.82,48517.89
No,No,1544.59,49008.83
No,No,1710.07,41922.18
No,Yes,1874.95,64749.92
No,No,1385.92,49626.92
No,No,1766.87,27994.32
No,Yes,2089.64,33561.07
No,Yes,1459.33,37072.25
No,No,1355.38,32788.98
No,No,1463.09,24763.44
No,No,1430.21,95237.2
No,No,965.0,32852.59
No,Yes,1475.71,26320.81
No,No,1204.01,25316.99
No,No,1074.13,39246.03
No,No,1061.74,68538.29
No,No,1912.54,41095.29
No,No,1660.23,38286.18
No,No,1442.21,61499.24
No,No,1902.82,33994.5
No,No,1156.61,-2087.43
No,Yes,1380.41,23206.16
No,Yes,982.88,31042.04
No,Yes,1448.65,26875.84
No,No,1534.42,52331.97
No,Yes,1346.38,60896.82
No,Yes,1606.12,34307.5
No,No,1363.87,35674.3
No,No,732.02,12180.2
No,Yes,1627.88,33132.34
No,No,1989.64,42060.66
No,No,1274.12,53672.67
No,No,1221.61,58800.94
No,No,1534.05,35184.6
No,No,2530.81,37275.24
No,No,579.7,62370.61
No,No,1325.42,68127.69
No,Yes,1432.03,32519.34
No,No,1947.24,38743.99
No,No,1198.6,23677.69
No,No,1124.02,43066.73
No,No,1399.2,47382.91
No,No,1622.2,19696.08
No,Yes,1680.8,48525.34
No,No,1548.13,58146.81
No,No,629.56,44857.34
Yes,No,1877.92,55716.07
No,Yes,1679.39,40338.45
No,No,1596.7,57167.52
No,No,1581.16,29057.6
No,Yes,1537.87,40548.9
No,Yes,1941.94,51108.08
No,No,858.58,34860.62
No,No,1823.96,46594.42
No,Yes,1714.98,48231.18
No,No,1593.08,58391.59
No,No,1563.97,34560.84
No,No,1788.25,43554.84
No,Yes,1125.67,52606.54
No,No,1327.98,72332.66
No,No,2189.44,52912.57
No,No,627.19,49957.34
No,Yes,1859.04,22318.26
No,No,1329.4,61727.46
No,No,1231.34,36633.63
No,No,1607.0,59717.31
No,Yes,1316.56,54203.6
No,No,1435.17,36913.88
No,No,1050.53,60469.97
No,No,905.73,28678.13
No,No,966.34,24872.64
No,No,1228.59,55019.74
No,Yes,1633.58,20369.49
No,No,866.13,47820.17
No,Yes,1230.65,54093.57
No,No,1685.61,25143.29
No,Yes,2043.63,19916.28
No,Yes,1150.82,29070.4
No,Yes,1511.46,45740.66
No,Yes,2125.82,23349.2
No,Yes,1381.92,64516.13
No,No,1254.83,56123.17
No,No,1469.34,51931.06
No,No,1334.19,37882.92
No,Yes,1736.3,47659.91
No,No,1752.02,60905.72
No,Yes,1365.09,66696.15
No,Yes,1827.7,12575.04
No,No,939.24,42601.36
No,No,1379.02,45578.93
No,No,1984.17,58998.44
No,No,1324.2,60213.14
No,No,1574.6,49653.2
No,No,2125.64,26353.53
No,Yes,2249.39,38442.89
No,No,1216.27,49847.08
No,No,2019.12,22180.22
No,No,1730.32,34578.09
No,No,1313.0,38096.06
No,No,1453.33,57622.2
No,No,871.84,60959.6
No,Yes,1692.14,29557.45
No,No,1533.97,50999.89
No,Yes,2285.49,59725.76
No,No,1230.5,45948.47
No,No,1430.25,21049.56
No,Yes,1129.86,45805.35
No,No,2022.47,29567.68
No,No,1370.33,31056.2
No,Yes,1841.42,52217.56
No,No,1291.21,51969.54
No,No,1305.32,66913.52
No,No,851.79,52347.13
No,Yes,1665.93,46325.64
No,Yes,1615.11,55918.4
No,No,742.91,37885.98
No,No,1215.58,39629.99
No,No,2517.8,49744.59
No,No,1944.75,31516.56
No,Yes,1985.36,52831.02
No,Yes,913.01,64831.62
No,Yes,936.2,62661.33
No,No,1723.15,63812.41
Yes,No,1422.13,39979.78
No,No,1597.86,52458.84
No,Yes,1868.66,46413.77
No,No,2266.33,35919.49
No,No,1755.29,47653.49
No,Yes,2356.6,20672.0
No,No,1390.27,40954.47
No,No,888.12,30317.67
No,No,1593.15,41730.29
No,No,2332.59,25670.62
No,Yes,2082.4,52974.98
No,Yes,2240.48,36170.04
No,Yes,1298.3,40191.68
No,No,1292.18,25770.73
No,No,1318.91,52416.85
No,Yes,1632.6,41207.41
No,Yes,1295.98,65754.82
Yes,No,966.28,68033.39
No,No,1700.49,53499.75
Yes,Yes,1554.21,45118.43
No,No,859.01,50230.92
No,No,1806.19,40977.9
No,No,1882.64,36222.17
No,No,785.84,50958.51
No,Yes,1053.43,39258.77
No,Yes,1916.31,34767.9
No,No,1407.17,51369.0
No,Yes,1274.8,62415.49
No,No,1937.63,42821.85
No,Yes,1869.83,24163.88
No,No,1718.85,-2580.53
No,Yes,1048.18,58110.62
No,No,1444.31,69731.29
No,No,742.83,56796.89
No,No,2044.08,31508.13
No,Yes,954.91,50157.15
No,No,2231.79,56933.93
No,Yes,2392.14,46998.44
No,No,1675.88,47413.03
No,No,1194.43,39186.68
No,No,1503.13,26736.04
No,No,1421.35,39351.18
No,No,1779.62,41951.81
No,No,1554.34,32975.72
No,Yes,1679.44,56274.87
No,No,1827.79,52374.6
No,No,820.33,21094.53
No,Yes,563.76,44702.86
No,No,975.15,70398.77
No,No,313.72,41036.07
No,No,1635.63,16200.03
No,No,960.53,46460.2
No,No,1606.26,18262.07
No,Yes,1148.03,42328.07
No,No,1578.17,12582.57
No,No,1287.63,35474.79
No,No,1244.49,47595.17
No,Yes,1595.03,34201.93
No,Yes,1547.19,38956.68
No,Yes,1798.84,21375.53
No,Yes,1135.29,26494.17
No,No,2005.49,62245.69
No,No,2163.9,72524.76
No,No,1910.64,51264.55
No,No,1536.49,36758.74
No,No,1690.09,63156.19
No,Yes,939.56,28392.32
No,No,1838.18,33261.81
No,Yes,1677.16,92356.91
No,No,1659.88,49818.1
No,No,2168.03,61217.95
Yes,No,1121.62,64786.24
No,Yes,1497.24,37115.91
No,No,722.81,19647.72
No,No,2111.74,48047.17
No,Yes,1241.33,51828.26
No,No,992.28,26537.61
No,Yes,1406.35,48075.31
No,No,988.46,45542.28
No,Yes,2140.9,38390.41
No,Yes,1375.95,53368.31
No,Yes,1198.82,28075.9
No,Yes,1629.29,48546.01
No,Yes,2404.93,57290.12
No,No,1211.99,39341.59
No,No,1281.16,29974.06
No,No,1592.35,35201.46
No,No,1183.04,51102.36
No,No,954.88,36320.61
No,No,955.38,64073.11
No,No,1682.21,904.69
No,Yes,1303.06,62010.07
No,No,1736.19,60354.29
No,No,1097.33,75334.44
No,No,924.51,45623.09
No,No,1414.46,33475.43
No,No,1420.96,38262.07
No,No,1314.59,48072.86
No,No,1343.86,57253.17
No,Yes,1350.99,33466.44
No,No,1809.87,64747.52
No,Yes,1754.86,48495.5
No,No,1591.45,51080.54
No,No,1266.31,52177.63
No,No,1443.43,19435.99
No,Yes,2220.43,37683.96
No,No,2003.12,39665.19
No,No,877.03,45710.9
No,No,931.35,36959.06
No,No,1165.63,60537.69
No,No,1412.48,19719.11
No,Yes,1265.51,22258.71
No,No,1670.82,47600.42
No,No,1140.96,46501.84
No,No,1365.12,56634.83
No,No,1841.62,42903.54
No,No,2074.78,43199.27
No,Yes,1888.63,31480.83
No,No,1871.5,33261.11
No,Yes,1474.11,43004.63
No,No,1450.08,61471.11
No,Yes,1662.85,55875.28
No,Yes,1156.77,16394.35
No,Yes,1985.44,64512.89
No,Yes,1445.93,28628.58
No,No,1687.34,68356.04
Yes,No,2538.43,36760.64
No,No,1181.28,67818.18
No,No,1027.01,41290.07
No,No,1190.68,54416.19
No,No,1493.12,41437.69
No,Yes,1219.68,52065.5
No,No,867.11,33225.99
No,No,983.09,38321.73
No,No,1618.17,28468.67
No,No,1253.46,24336.07
No,No,1484.04,29032.83
Yes,No,1191.28,52430.68
No,No,1443.71,61495.2
No,Yes,1656.06,27211.8
No,No,1082.89,60533.05
No,No,893.6,24191.16
No,No,1815.33,37920.06
No,Yes,1280.48,37656.03
No,No,2129.87,53176.81
No,No,1607.56,61293.31
No,No,1545.95,46160.08
No,No,1260.7,37007.72
No,No,1212.08,37780.83
No,No,1478.17,35144.2
No,No,1399.36,46800.59
No,No,1557.9,32911.73
No,Yes,1345.36,48673.87
No,No,1868.61,48710.98
No,No,1727.62,38157.46
No,No,2248.04,44057.24
No,Yes,2057.6,43894.76
No,No,1377.43,54812.9
No,Yes,1566.89,49286.7
No,No,1048.95,31328.53
No,No,1178.54,44282.76
No,No,1145.71,49997.02
No,No,2125.46,25293.84
No,No,1530.0,40229.02
No,No,1225.36,17244.92
No,No,2099.64,55990.83
No,Yes,1419.43,80130.12
No,No,2193.24,40558.51
No,No,1853.14,63517.22
No,No,1491.51,52384.6
No,Yes,1139.56,51744.91
No,No,888.19,59811.94
No,No,1680.37,31189.28
No,No,1911.82,49933.88
No,No,1131.67,55330.34
No,No,1427.33,46984.54
No,No,1763.25,60281.6
No,No,1464.49,47151.52
No,Yes,862.51,49891.76
No,No,2306.15,41016.79
No,No,2035.14,39896.19
Yes,No,888.02,63353.68
No,No,1300.14,58857.63
No,Yes,1601.46,25209.43
No,No,1478.21,38394.59
No,No,1442.04,30220.57
No,No,1646.32,40376.68
No,Yes,1543.5,48980.02
No,No,1282.51,52719.19
No,No,1789.76,73761.4
No,No,1848.46,80185.14
No,Yes,2548.02,11556.41
No,No,1441.92,39289.54
No,Yes,833.8,54929.19
No,No,2136.11,48630.65
No,No,875.62,34334.84
No,No,1120.61,30103.35
No,No,1370.0,54241.93
No,No,1638.1,50018.32
No,Yes,1123.53,53456.98
No,No,1156.54,55479.65
No,Yes,1293.31,48585.29
No,No,2164.37,50180.3
No,No,1843.66,53583.35
No,No,1800.05,21831.54
No,No,1927.77,62505.75
No,No,1672.86,43356.73
No,Yes,1372.86,26723.13
No,No,1150.57,47619.97
No,No,1607.35,60363.88
No,No,1087.62,44668.09
No,Yes,1072.86,51565.62
No,Yes,2079.85,38338.0
No,No,1568.05,62247.28
No,No,1237.6,22441.86
No,Yes,1527.19,35189.53
No,No,1718.62,39901.93
No,Yes,485.73,54146.12
No,Yes,1209.97,56067.88
No,No,1966.68,34104.81
No,No,1404.74,42796.76
No,No,996.89,41868.1
No,Yes,1117.88,47163.13
No,No,1880.52,29946.16
No,No,1874.41,44774.23
No,Yes,1592.38,36721.51
No,No,1114.36,48577.53
No,No,2120.88,23562.91
No,No,2323.22,47314.34
No,No,1893.0,21742.82
No,No,1776.45,29454.58
No,Yes,540.92,36631.3
No,No,1438.96,52371.01
No,No,1530.84,41371.63
No,No,1225.22,47605.99
No,Yes,1356.61,48992.57
No,No,1526.68,49067.67
No,No,1592.78,39473.23
No,No,1759.79,34132.28
No,No,882.67,36907.67
No,No,2367.46,18012.47
No,No,1020.29,52356.71
No,No,605.96,35100.12
No,No,1331.87,58608.29
No,No,1964.1,19799.07
No,No,904.6,49820.38
No,Yes,1378.28,49948.13
No,Yes,1709.2,24925.76
No,No,1942.59,46746.01
No,No,1726.26,27541.71
No,No,813.14,66061.6
Yes,No,1791.79,68219.04
No,Yes,1339.62,62717.69
No,Yes,910.77,38411.06
No,No,1680.46,34101.58
No,Yes,2791.17,28344.69
No,No,2048.25,38147.87
No,Yes,1338.42,25714.71
No,Yes,1805.05,46780.77
No,No,1542.19,62953.54
No,Yes,2038.65,42339.29
No,No,1239.95,40791.19
No,No,1937.19,42128.23
No,Yes,1943.92,47904.03
No,Yes,1080.39,24431.4
No,No,2016.75,48480.6
No,No,1515.58,23405.08
No,No,1353.69,25070.85
No,No,1571.73,69119.58
No,No,1565.12,22721.26
No,No,1675.7,22060.1
No,No,949.81,44722.02
Yes,No,1285.29,40042.03
No,Yes,1876.23,31835.48
No,No,539.48,26724.84
No,No,1943.98,37593.61
No,No,1465.91,28183.48
No,No,962.3,38726.61
No,No,1736.05,20785.39
No,No,2101.96,29660.84
No,Yes,925.59,33984.67
No,No,1074.71,38483.51
No,No,1851.82,13370.47
Yes,Yes,1838.53,87658.72
No,No,1436.22,68909.47
No,No,1027.14,56780.81
Yes,No,1503.72,13482.51
No,Yes,1608.84,48409.9
No,No,2318.99,59499.38
No,No,1195.58,22049.35
No,No,1277.47,64184.61
No,No,1415.14,46179.22
No,No,1141.65,36526.49
No,Yes,2011.88,48747.83
No,No,971.6,46756.79
No,Yes,1477.97,53544.39
No,No,1821.96,38214.82
No,No,1262.63,33373.47
No,No,2204.02,25222.22
No,No,1189.09,47197.34
No,No,1085.67,69489.02
No,No,1003.17,23038.28
No,Yes,1196.11,45927.54
No,Yes,2474.89,74779.65
No,No,1666.96,37409.66
No,No,2528.99,28037.26
No,Yes,1789.57,47831.21
No,No,2276.79,50865.76
No,No,983.66,47808.27
No,Yes,930.78,58079.32
No,No,1645.69,48818.43
No,No,1528.24,36901.99
No,No,1101.62,19884.2
No,No,1173.62,36419.75
No,Yes,1436.19,77470.04
No,No,1202.43,37211.93
No,No,1495.09,67240.43
No,No,1258.11,36465.94
Yes,No,1627.4,58254.75
No,Yes,1670.58,43060.52
No,Yes,1103.14,35493.0
No,No,1627.26,77733.26
No,No,1381.35,40186.75
No,No,632.76,44831.67
No,No,1044.6,45676.73
No,No,785.14,37001.96
No,Yes,1738.14,47111.55
No,Yes,1544.37,39757.76
No,No,2421.02,38474.2
No,No,1939.63,44656.72
No,No,1145.67,36092.26
No,No,1264.91,60583.51
No,No,1437.59,56966.9
No,No,1491.18,59157.18
No,No,847.7,56330.94
No,No,606.11,68695.04
No,Yes,1724.68,70935.8
No,Yes,1807.64,59833.45
No,No,513.48,16502.02
No,Yes,1857.27,62042.42
No,No,1705.01,38623.83
No,No,1401.58,31105.08
No,No,1708.53,31547.09
No,No,1856.81,52511.29
No,No,1838.78,43038.02
No,No,1299.95,50431.56
No,No,1312.79,21541.85
No,No,1434.9,21532.0
No,Yes,1652.13,66461.1
No,Yes,1250.14,38058.04
No,No,1442.91,47570.05
No,Yes,1619.02,66701.32
No,No,1902.64,19423.08
No,No,1610.4,38686.19
No,No,1866.77,42653.19
No,Yes,1680.09,33478.51
No,No,1242.59,29870.64
No,Yes,1394.45,57667.33
No,Yes,1513.66,41183.99
No,Yes,1603.19,53547.02
No,No,1854.18,89450.34
Yes,Yes,846.19,57685.11
No,No,1656.4,19204.85
No,No,815.2,49201.35
No,Yes,1520.59,41370.72
Yes,No,1118.64,42310.02
No,Yes,1156.44,16800.18
No,No,1437.35,28812.83
No,No,1724.94,25744.07
No,No,1379.64,52425.28
No,No,865.65,71702.7
No,No,1167.13,60687.2
No,No,1186.04,43967.78
No,No,1682.11,25974.03
No,Yes,1105.5,24636.45
No,No,1192.71,36503.94
No,No,1715.15,29551.76
No,No,1803.66,61734.45
No,Yes,1477.32,47951.2
No,No,1120.3,43002.68
No,Yes,2401.72,61888.06
No,No,1020.51,67116.23
No,No,1668.0,38664.43
No,No,1678.26,56838.03
No,Yes,1216.64,58999.81
No,No,845.25,52446.45
No,No,938.21,35707.73
No,No,1473.88,46710.55
No,No,1786.79,72416.56
No,Yes,989.3,62571.46
No,No,1375.55,51879.83
No,No,995.49,39135.36
No,No,1210.55,43265.06
No,Yes,1519.18,52962.26
No,No,1409.53,54909.32
No,Yes,2005.4,47991.95
No,Yes,1734.83,35899.0
No,No,928.89,48134.65
No,Yes,1731.84,60501.39
No,Yes,1366.68,59861.56
No,No,2202.02,47056.81
No,Yes,1240.52,49388.12
No,Yes,1540.14,51216.98
No,Yes,1408.3,45582.15
No,No,1990.45,42982.75
No,Yes,2341.34,72703.19
No,Yes,1160.34,32445.11
No,No,1269.82,46432.0
No,No,1508.93,51922.89
No,Yes,1895.73,77734.8
No,No,1889.21,47718.49
No,No,1337.29,51517.31
No,No,1854.0,46853.91
No,No,927.86,77983.9
No,No,1586.48,32407.65
No,No,1309.11,38600.89
No,Yes,1715.78,55524.22
No,No,946.6,34954.46
No,No,1441.62,47826.66
No,No,1294.18,31729.12
No,No,1852.8,51133.26
No,No,1858.77,67239.6
No,Yes,1570.93,43017.16
No,No,1406.98,52368.58
No,No,1322.99,44788.1
Yes,No,1773.79,31624.88
No,No,1935.41,39593.73
Yes,Yes,1924.1,55601.38
No,No,1487.49,39378.69
No,No,1808.14,35078.6
No,No,2038.41,37757.18
No,No,846.12,67446.97
No,Yes,1510.95,89028.9
No,No,1767.71,58152.64
No,No,1301.28,34252.05
No,No,1340.88,45068.2
No,No,1802.05,28352.69
No,No,1457.34,41085.18
No,No,1921.73,33215.14
No,No,1348.07,34320.93
No,No,1439.54,47770.93
Yes,No,1746.02,67248.09
No,No,2082.63,39305.58
No,No,2255.17,51086.43
No,No,726.01,43821.45
No,Yes,1755.31,54855.76
Yes,No,2412.83,29367.95
No,No,2121.5,62994.42
No,No,938.9,38595.94
No,No,1296.53,47986.1
No,No,1188.0,37419.43
No,No,1558.38,16700.34
No,No,1764.18,41928.95
No,No,1591.1,74310.76
No,Yes,1315.76,53084.05
No,No,965.31,48308.88
No,Yes,1144.16,45183.78
No,No,1172.62,67132.39
No,No,1785.15,25272.14
No,No,1637.4,40742.76
No,No,1338.47,49250.38
No,No,2696.44,40572.36
No,No,1485.52,46218.34
No,No,1378.81,56948.88
No,Yes,1615.45,81157.89
No,Yes,1180.7,68440.58
No,No,1524.26,61267.81
No,No,1671.89,49963.57
No,No,1597.03,28268.88
No,Yes,1554.66,50755.46
No,No,1801.4,44629.36
No,No,1849.41,33739.5
No,No,1787.69,14508.72
No,No,1872.56,30357.92
No,No,1852.39,61730.18
No,Yes,1570.63,35415.07
No,Yes,1960.97,56372.19
No,No,1728.57,21156.66
No,No,1143.63,48727.05
No,No,1459.77,40058.68
No,No,1531.49,62086.86
No,No,794.91,57970.59
No,No,1554.77,70177.47
No,Yes,1714.45,43314.43
No,No,1673.56,62267.92
No,No,2144.96,62550.02
No,No,1747.85,27797.29
No,Yes,1339.06,64021.27
No,No,991.51,59930.1
No,Yes,1976.11,27715.49
No,No,1646.91,49066.12
No,Yes,2128.46,20675.08
No,Yes,1611.73,23809.08
No,No,1118.54,19236.81
No,No,2229.56,34449.08
No,No,1706.74,56901.71
No,Yes,1077.18,39496.35
No,No,2658.6,51110.99
Yes,No,2130.77,56107.27
No,Yes,1884.77,44911.85
No,No,1005.04,34991.19
No,No,1699.39,46458.71
No,No,1749.34,31553.88
No,Yes,1783.77,22338.98
No,Yes,1539.66,22958.61
No,Yes,1255.93,28354.6
Yes,No,2326.19,26744.28
No,No,1742.99,54003.3
No,No,327.1,68049.26
No,No,1575.91,32287.4
No,No,1845.81,23472.36
No,No,1822.35,37755.86
No,No,1503.95,55942.78
No,No,1911.17,48031.51
No,Yes,1667.66,32773.16
No,No,1549.91,5880.96
No,No,1368.66,50767.25
No,Yes,2139.99,52919.55
No,No,2250.17,53038.74
No,No,1479.84,48501.37
No,No,1368.14,55713.48
No,Yes,1708.05,65687.32
No,No,1755.58,16473.75
No,No,1853.43,42691.08
No,Yes,1448.88,52177.52
No,Yes,1614.34,21482.03
No,No,2106.51,26739.19
No,No,2533.72,66264.91
No,No,1539.63,44884.65
No,Yes,860.5,69446.08
No,No,1436.17,65512.83
No,No,1371.19,42686.29
No,No,833.67,27203.88
No,No,1841.18,55753.54
No,No,1251.99,55397.82
No,No,1226.67,37816.11
No,No,1156.95,55212.9
No,Yes,1890.05,53802.54
No,No,2260.94,43921.73
No,Yes,1642.7,31630.86
No,Yes,915.09,55066.8
No,No,825.87,54743.99
No,Yes,2250.7,53359.03
No,No,996.89,47778.62
No,No,2285.46,30609.26
No,No,1304.29,50487.66
No,No,1680.84,52536.8
No,Yes,1583.91,46899.62
No,No,995.93,47533.5
No,No,1499.73,36971.01
No,Yes,1792.16,53846.09
No,Yes,1833.54,32608.45
No,Yes,1695.35,51753.79
No,No,1472.84,51011.13
No,No,1556.39,59743.57
No,No,730.74,41097.62
No,Yes,1513.08,43552.56
No,No,843.53,38045.7
No,No,1998.63,52012.69
No,No,1553.66,50059.49
No,Yes,1841.58,35380.02
No,No,1555.21,35452.0
No,Yes,1444.01,52667.65
No,No,1589.18,76108.01
No,No,1231.02,57721.42
No,Yes,1806.2,8853.96
No,Yes,1634.27,32796.14
No,No,284.62,28883.26
No,Yes,1184.53,30124.14
No,No,1095.42,41404.35
No,Yes,1456.31,53353.06
No,No,1396.07,44991.22
No,Yes,1017.51,40212.41
No,Yes,1170.57,54567.05
No,No,1464.53,52409.49
No,Yes,2192.81,27440.04
No,No,2277.15,16443.18
No,Yes,1325.62,42791.27
No,No,1842.92,50446.62
No,No,1051.82,61709.47
No,No,911.63,30820.07
No,Yes,972.12,65900.18
No,No,1483.13,42867.24
No,No,1145.14,41111.33
No,Yes,1652.4,42215.47
No,Yes,1630.23,14440.79
No,No,1211.25,52898.85
No,Yes,1771.54,41827.77
No,Yes,1240.19,43880.02
No,No,1451.09,33621.73
No,No,1285.7,66886.24
No,Yes,1529.1,52524.41
No,No,739.72,52365.16
No,Yes,463.17,53955.38
No,No,2187.62,32669.99
No,Yes,1292.97,56254.9
No,No,935.16,53817.87
No,No,2157.88,29254.2
No,Yes,1454.69,39076.8
No,No,1383.23,48227.64
No,No,1857.79,52221.8
No,No,2088.76,66461.71
Yes,Yes,2575.88,54298.88
No,No,1200.93,42624.79
No,Yes,1875.44,51816.76
No,No,1305.24,90222.92
No,No,1026.62,26648.73
No,No,2001.55,35195.14
No,No,1922.58,68585.37
No,Yes,2240.38,15845.76
No,Yes,1009.24,34479.88
No,No,1314.86,29888.07
No,Yes,1696.77,57703.59
No,Yes,2013.96,53298.72
No,No,1436.95,48372.35
No,No,2195.7,51620.89
No,No,839.68,37844.64
No,No,1476.43,32340.39
No,No,1384.16,56598.57
Yes,Yes,631.48,60084.66
No,No,1701.88,43522.7
No,No,1706.46,45297.44
No,Yes,1336.45,55507.24
No,Yes,2400.98,28281.6
No,No,1058.1,25298.95
No,Yes,1256.71,49246.7
No,No,1728.52,40178.92
No,No,1417.37,48002.66
No,No,1041.0,32006.92
No,No,2072.11,32681.12
No,Yes,1308.09,31373.9
No,No,1425.18,45908.54
No,No,2195.07,38553.89
No,Yes,1642.5,39486.76
No,Yes,1128.53,46129.6
No,No,1294.29,44859.02
No,No,1229.58,10832.86
No,Yes,931.69,37874.49
No,No,1908.76,60365.67
No,No,2229.54,47019.86
No,Yes,2130.88,8399.77
No,No,1578.07,53490.1
No,No,951.15,41728.15
No,Yes,1900.72,38556.35
No,No,1918.28,72658.26
No,No,1685.99,25694.63
No,No,2293.13,54595.91
No,Yes,1801.94,57784.76
No,Yes,786.11,36535.11
No,Yes,2075.67,36312.95
No,No,696.24,44539.25
No,No,1159.72,46977.35
No,No,1505.25,19196.84
No,No,1832.19,52927.5
No,Yes,1613.4,45524.75
No,No,1291.25,57156.63
No,Yes,1520.03,33612.91
No,No,1636.47,37959.19
No,No,1914.93,16584.65
No,No,1603.44,62576.22
No,No,1171.05,33941.16
No,Yes,1611.7,35176.17
No,No,1912.48,70113.04
No,No,1824.75,17988.11
No,Yes,1912.03,56442.85
No,No,1733.49,48101.71
No,No,2168.72,90732.48
No,Yes,1767.71,33343.54
No,No,1739.33,33503.19
No,No,2099.23,53549.92
No,Yes,1726.48,46253.74
No,No,1431.25,34447.64
No,No,1889.89,37212.53
No,No,1412.82,56384.43
No,No,1373.18,28013.25
No,No,1332.15,21663.14
No,No,1183.14,56179.67
No,No,1413.84,38761.73
No,No,1228.22,54589.74
No,No,1814.37,35117.96
No,No,1480.8,26963.7
No,No,1246.36,47147.91
No,No,1219.08,44774.88
No,No,1252.61,66641.05
No,No,2024.87,46586.25
No,No,1721.52,42835.51
No,No,1286.99,27691.52
No,Yes,1075.29,28842.39
No,No,1354.25,38830.4
No,No,2114.06,27460.11
No,No,1673.54,29939.23
No,No,1022.01,52793.59
No,No,2285.1,37866.14
No,No,1566.0,21860.68
No,Yes,1112.28,82417.35
No,No,2013.3,30082.97
No,No,2138.92,61434.47
No,Yes,1397.91,25134.24
No,No,1307.15,42021.12
No,No,1273.73,45974.38
No,No,1992.7,25332.46
No,No,1174.57,51479.04
No,No,1374.92,44356.85
No,No,2252.65,48081.08
Yes,No,1544.77,57226.4
No,No,1862.22,44279.49
No,No,1192.47,52213.09
No,No,2177.87,54750.65
No,No,1699.76,65095.91
No,Yes,1399.4,52248.88
No,No,1924.26,50516.98
No,No,1984.45,57649.49
No,No,1304.93,28959.15
No,No,1448.85,51369.46
No,No,1191.07,36765.16
No,Yes,1075.34,58712.38
No,No,1753.85,36469.32
No,No,2405.16,49444.74
No,No,955.74,11695.41
No,Yes,1099.12,37981.1
No,No,1288.17,36826.51
Yes,No,1307.26,42833.65
No,No,1293.02,57423.68
No,No,1258.38,47719.07
No,No,1547.5,31899.77
No,No,1541.49,52239.84
No,Yes,925.56,43227.72
No,No,1016.92,52713.04
No,No,1249.41,19397.66
No,Yes,1556.49,35493.35
No,No,1565.4,70355.14
No,No,2018.85,27432.87
No,Yes,2049.71,31976.23
No,Yes,1351.17,40300.11
No,No,951.47,37504.5
No,No,1722.75,51477.22
No,No,1324.44,30387.39
No,Yes,1231.28,43515.86
No,No,1835.35,30999.06
No,Yes,2271.78,59819.17
No,No,1984.69,58922.07
No,No,974.33,36654.6
No,No,1108.49,58528.92
No,Yes,1450.74,52238.87
No,Yes,1767.43,29280.27
No,No,781.21,41112.92
No,No,913.04,48074.24
No,Yes,1213.17,74217.03
No,No,2035.38,58425.47
No,No,1249.0,53664.69
No,No,1756.84,52076.91
No,No,1301.1,41121.43
No,No,1497.32,42236.55
No,No,1490.6,17368.44
No,Yes,1193.77,43339.81
No,Yes,1603.05,38581.27
No,Yes,1730.07,41104.18
No,No,516.0,39858.27
No,No,1180.5,39022.66
No,No,1468.67,15476.05
No,No,1587.32,38933.74
No,No,1478.25,29813.84
No,No,1022.2,75675.44
No,Yes,1642.81,37598.56
No,No,1190.13,48697.81
No,Yes,2056.82,48749.28
No,No,1802.37,32116.15
No,No,1679.62,33771.48
No,No,1825.36,34382.76
No,No,1561.08,31757.19
No,No,1884.32,72544.99
No,No,1641.73,58708.46
No,No,1632.98,54318.09
No,Yes,1196.77,35475.49
No,Yes,1033.06,32338.57
No,No,1059.63,61557.82
No,No,852.89,45910.24
No,No,1773.48,38427.34
No,Yes,1942.45,41468.68
No,No,2017.26,36633.36
No,Yes,1356.15,29890.77
No,No,1720.5,59309.33
No,Yes,2206.33,30119.91
No,No,1162.64,48219.1
No,Yes,2166.61,29775.8
No,No,1197.45,43197.75
No,No,1002.07,40779.49
No,Yes,1737.9,40035.99
No,No,1841.0,24919.91
No,No,1483.42,44003.82
Yes,Yes,1369.59,49277.58
No,No,1833.98,32134.3
No,No,1600.19,66732.87
No,Yes,1171.35,50753.09
No,No,2060.95,70345.72
No,No,1478.47,66101.15
No,Yes,1555.21,22406.93
No,Yes,703.91,67842.61
No,No,1094.33,21412.74
No,No,1464.41,61801.25
No,No,1000.34,44346.18
No,No,1663.65,73878.44
No,Yes,1421.43,46891.12
No,No,1985.66,46287.91
No,No,1822.58,23484.45
No,Yes,1655.14,61771.56
No,Yes,1314.26,45061.8
No,No,680.05,36065.66
No,No,1514.07,57058.83
No,No,1093.17,42956.71
No,Yes,1618.62,45325.53
No,Yes,1511.53,53857.22
No,No,1058.68,49388.82
No,No,1083.93,54734.97
No,No,819.43,22342.55
No,Yes,1752.54,40438.89
No,No,992.79,38849.81
No,No,1940.45,19204.95
No,No,1064.85,50843.28
No,No,1947.09,31720.62
No,No,1330.23,32154.59
No,No,997.28,23044.14
No,No,1693.81,63101.47
